SV_TAXONOMY	TAXONOMY_NAME	RG_REFERENCE	RG_NAME	SV_REFERENCE	SV_NAME	SV_DESCRIPTION	SL_REFERENCE	LC_REFERENCE	PHONE_NUMBER	WEBSITE	EMAIL_ADDRESS	WHEELCHAIR_ACCESSIBLE	LANGUAGE	HOURS	STREET_NUMBER	STREET_NAME	STREET_TYPE	STREET_DIRECTION	CITY	PROVINCE	POSTAL_CODE	LATITUDE	LONGITUDE	811_LINK
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659931	17659930	6048819921	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24-7	20159 88th Avenue				Langley	BC	V1M 3Y9	49.165760	-122.663201	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659930
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659941	17659940	6047383138	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24/7	2302 4th Avenue W				Vancouver	BC	V6K 1P1	49.268197	-123.158660	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659940
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659947	17659946	6044688814	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24-7	3025 Lougheed Highway				Coquitlam	BC	V3B 6S2	49.275961	-122.794085	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659946
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659945	17659944	6048503517	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24-7	32390 South Fraser Way				Abbotsford	BC	V2T 1X2	49.051470	-122.326944	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659944
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659939	17659938	2504757572	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24-7	3511 Blanshard Street Avenue				Victoria	BC	V8Z 0B9	48.455786	-123.373059	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659938
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659949	17659948	6044332721	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	24-7	4827 Kingsway				Burnaby	BC	V5H 4T6	49.227346	-122.995676	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659948
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659943	17659942	6045902271	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	24/7	7322 King George Boulevard				Surrey	BC	V3W 5A5	49.135700	-122.845641	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659942
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659937	17659936	6047081135	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24/7	885 Broadway W				Vancouver	BC	V5Z 1J9	49.263507	-123.123658	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659936
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659933	17659932	6045814544	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	24/7	8962 152nd Street				Surrey	BC	V3R 4E4	49.164919	-122.801088	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659932
LH-6600.8500	Twenty Four Hour Pharmacies	17659831	Shoppers Drug Mart Corporation	17659925	24-Hour Pharmacy Services (Shoppers Drug Mart)	Provides 24-hour pharmacy services for individuals to obtain, understand and manage their prescriptions.	17659927	17659926	2508603764	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	24/7	2271 Harvey Avenue				Kelowna	BC	V1Y 6H2	49.881757	-119.438078	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659925&SiteResourceAgencyNum=17659926
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660032	17660031	6046690330	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	1006 Homer Street				Vancouver	BC	V6B 2W9	49.277219	-123.120260	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660031
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660022	17660021	6045886451	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - 10 p.m.	10153 King George Boulevard				Surrey	BC	V3T 2W1	49.186983	-122.845564	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660021
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659998	17659997	6046810034	http://www.shoppersdrugmart.ca		N	English	Mon - Sat, 8 a.m. - midnight; Sun, 9 a.m. - midnight	1020 Denman Street				Vancouver	BC	V6G 2M5	49.289056	-123.139064	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659997
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659976	17659975	2507856155	http://www1.shoppersdrugmart.ca/en/Health-And-Pharmacy/Health-Services.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	10351 100th Street				Fort St John	BC	V1J 3Z2	56.250038	-120.847481	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659975
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659986	17659985	2508322181	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 9 a.m. - 10 p.m.	1151 10th Avenue SW				Salmon Arm	BC	V1E 1T3	50.694310	-119.298499	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659985
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659966	17659965	2506326177	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	120 City Centre				Kitimat	BC	V8C 1T6	54.053233	-128.652598	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659965
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660134	17660133	6046051200	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 9 a.m. - midnight,	1202 Pender Street W				Vancouver	BC	V6E 2S9	49.288490	-123.123606	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660133
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660136	17660135	6045438155	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	12080 Nordel Way				Surrey	BC	V3W 1P6	49.161942	-122.887176	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660135
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660138	17660137	2503740477	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight	1210 Summit Drive				Kamloops	BC	V2C 6M1	50.666914	-120.353588	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660137
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660148	17660147	6049431144	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	1215 56th Street				Delta	BC	V4L 2A6	49.026304	-123.068736	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660147
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659958	17659957	2503814321	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Fri, 7 a.m. - midnight; Sat, Sun, 9 a.m. - midnight	1222 Douglas Street				Victoria	BC	V8W 2E5	48.425720	-123.365153	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659957
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660082	17660081	6045883488	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 9 a.m. - 10 p.m.	12830 96 Avenue				Surrey	BC	V3V 6A8	49.177150	-122.867219	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660081
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660038	17660037	6048015708	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight	1295 Seymour Street				Vancouver	BC	V6B 3N6	49.275614	-123.126583	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660037
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660120	17660119	2502861166	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	1297 Shoppers Row				Campbell River	BC	V9W 2C7	50.027856	-125.245415	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660119
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659994	17659993	2504928000	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	1301 Main Street				Penticton	BC	V2A 5E9	49.484649	-119.586300	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659993
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660014	17660013	6048925258	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	1339 Pemberton Avenue				Squamish	BC	V8B 0J8	49.701720	-123.153238	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660013
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660048	17660047	2502483611	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	140 Island Highway E				Parksville	BC	V9P 2G5	49.320141	-124.311246	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660047
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660126	17660125	6049040150	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight	150 Esplanade W				North Vancouver	BC	V7M 1A3	49.312161	-123.081553	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660125
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660068	17660067	6045368211	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight.	15105 16th Avenue				Surrey	BC	V4A 6G3	49.031148	-122.803601	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660067
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660132	17660131	6045741081	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight.	15157 56th Avenue				Surrey	BC	V3S 9A5	49.104505	-122.803260	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660131
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659970	17659969	2502483162	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sat, 9 a.m. - 10 p.m.	154 Memorial Avenue				Parksville	BC	V9P 2G4	49.319978	-124.315362	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659969
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660000	17659999	6048728451	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Fri, 6 a.m. - midnight; Sat, Sun, 8 a.m. - midnight	1755 Broadway E				Vancouver	BC	V5N 1W2	49.262319	-123.069065	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659999
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660100	17660099	6045747436	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	17790 56th Avenue				Surrey	BC	V3S 1C7	49.104144	-122.729672	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660099
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660140	17660139	6047366006	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight	1780 Broadway W				Vancouver	BC	V6J 1Y1	49.263606	-123.144852	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660139
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659984	17659983	6045754994	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight	18677 Fraser Highway				Surrey	BC	V3S 8E7	49.125211	-122.705071	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659983
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659990	17659989	6044658122	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - 10 p.m.	19150 Lougheed Highway				Pitt Meadows	BC	V3Y 2H6	49.231619	-122.690953	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659989
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659972	17659971	6049361433	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 9 a.m. - 10 p.m.	1918 Como Lake Avenue				Coquitlam	BC	V3J 3R3	49.263367	-122.839789	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659971
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660102	17660101	2508690132	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	1940 Kane Road				Kelowna	BC	V1V 2J9	49.916105	-119.443225	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660101
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660076	17660075	2503655875	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	1965 Columbia Avenue				Castlegar	BC	V1N 2W8	49.296047	-117.654212	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660075
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660094	17660093	2508909327	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - 10 p.m.	1966 Guthrie Road				Comox	BC	V9M 3X7	49.688276	-124.933359	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660093
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660054	17660053	6049833631	http://www.shoppersdrugmart.ca		N	English	Mon - Sun, 9 a.m. - 10 p.m.	879 Marine Drive				North Vancouver	BC	V7P 1R7	49.321766	-123.097081	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660053
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659992	17659991	6042760067	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Fri, 9 a.m. - 10 p.m.; Sat, 9 a.m. - 9 p.m.; Sun, 10 a.m. - 8 p.m.	9100 Blundell Road				Richmond	BC	V6Y 3X9	49.154006	-123.123845	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659991
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660104	17660103	2503527268	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - 10 p.m.	1116 Lakeside Drive				Nelson	BC	V1L 5Z3	49.498645	-117.291407	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660103
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659996	17659995	2503769010	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	700 Tranquille Road				Kamloops	BC	V2B 3H9	50.696562	-120.359135	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659995
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659988	17659987	2505628169	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 9 a.m. - 10 p.m.	3055 Massey Drive				Prince George	BC	V2N 2S9	53.897983	-122.778372	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659987
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660010	17660009	6042736187	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sat, 8 a.m. - midnight; Sun, 9 a.m. - midnight	6060 Minoru Boulevard				Richmond	BC	V6Y 2V7	49.169763	-123.140171	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660009
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660122	17660121	6047927377	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	45905 Yale Road W				Chilliwack	BC	V2P 2M6	49.167603	-121.958133	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660121
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660020	17660019	2504893438	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	1500 Cranbrook Street				Cranbrook	BC	V1C 3S8	49.524717	-115.753587	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660019
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660062	17660061	6044852835	http://www1.shoppersdrugmart.ca/en/store-locator/store-276.aspx	asdm276@shoppersdrugmart.ca	Y	English	Mon - Sun, 8 a.m. - 10 p.m.	7100 Alberni Street				Powell River	BC	V8A 5K9	49.846470	-124.517134	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660061
